#,Title,R.,Conf.,R0. Avg.,R. Avg.,Conf. Avg.,Corr.,Status
2120,"Self-contradictory Hallucinations of Large Language Models: Evaluation, Detection and Mitigation","6,6,6","4,4,4",5,6,4,0,Poster
2121,Backdoor Secrets Unveiled: Identifying Backdoor Data with Optimized Scaled Prediction Consistency,"6,6,6,6","4,4,4,5",4.25,6,4.25,0,Poster
2123,Follow-Up Differential Descriptions: Language Models Resolve Ambiguities for Image Classification,"5,5,6,8","4,4,3,4",5.5,6,3.75,0,Poster
2124,GNeRP: Gaussian-guided Neural Reconstruction of Reflective Objects with Noisy Polarization Priors,"6,6,6,6","3,4,4,4",5.75,6,3.75,0,Poster
2125,MBR and QE Finetuning: Training-time Distillation of the Best and Most Expensive Decoding Methods,"6,6,6,6","5,3,4,4",6,6,4,0,Poster
2126,OVOR: OnePrompt with Virtual Outlier Regularization for Rehearsal-Free Class-Incremental Learning,"6,6,6","5,4,2",5.33,6,3.67,0,Poster
2127,OpenNerf: Open Set 3D Neural Scene Segmentation with Pixel-Wise Features and Rendered Novel Views,"5,5,6,8","4,4,3,5",5.75,6,4,0.58,Poster
2129,IDEAL: Influence-Driven Selective Annotations Empower In-Context Learners in Large Language Models,"3,5,6,8,8","4,4,3,3,5",5.6,6,3.8,0,Poster
2130,Meta Inverse Constrained Reinforcement Learning: Convergence Guarantee and Generalization Analysis,"6,6,6,6","3,3,3,3",5.5,6,3,0,Poster
2133,Davidsonian Scene Graph: Improving Reliability in Fine-grained Evaluation for Text-Image Generation,"5,5,8","3,5,3",6,6,3.67,-0.5,Poster
2134,"Get What You Want, Not What You Don't: Image Content Suppression for Text-to-Image Diffusion Models","6,6,6,6","4,3,5,4",5.75,6,4,0,Poster
2136,Source-Free and Image-Only Unsupervised Domain Adaptation for Category Level Object Pose Estimation,"6,6,6,6","3,4,4,3",5,6,3.5,0,Poster
2138,AdjointDPM: Adjoint Sensitivity Method for Gradient Backpropagation of Diffusion Probabilistic Models,"6,6,6","3,4,5",5.67,6,4,0,Poster
2139,Causal Structure Recovery with Latent Variables under Milder Distributional and Graphical Assumptions,"5,5,6,8","3,3,2,3",5.5,6,2.75,0,Poster
2140,Domain-agnostic Latent Diffusion Models for Synthesizing High-Quality Implicit Neural Representations,"6,6,6,6","5,4,3,4",6,6,4,0,Poster
2143,PAC-FNO: Parallel-Structured All-Component Fourier Neural Operators for Recognizing Low-Quality Images,"6,6,6","5,4,4",5.67,6,4.33,0,Poster
2145,Open the Black Box: Step-based Policy Updates for Temporally-Correlated Episodic Reinforcement Learning,"6,6,6,6","3,3,3,3",4,6,3,0,Poster
2146,To Grok or not to Grok: Disentangling Generalization and Memorization on Corrupted Algorithmic Datasets,"5,5,8","4,4,4",6,6,4,0,Poster
2147,Rethinking Channel Dependence for Multivariate Time Series Forecasting: Learning from Leading Indicators,"6,6,6,6","3,2,3,2",5.75,6,2.5,0,Poster
2148,Safety-Tuned LLaMAs: Lessons From Improving the Safety of Large Language Models that Follow Instructions,"6,6,6,6","4,3,4,4",5.25,6,3.75,0,Poster
2150,LUM-ViT: Learnable Under-sampling Mask Vision Transformer for Bandwidth Limited Optical Signal Acquisition,"6,6,6","5,4,3",5.67,6,4,0,Poster
2151,Rethinking Channel Dimensions to Isolate Outliers for Low-bit Weight Quantization of Large Language Models,"6,6,6","4,4,5",4.33,6,4.33,0,Poster
2152,The Devil is in the Object Boundary: Towards Annotation-free Instance Segmentation using Foundation Models,"5,5,6,6,8","4,4,4,4,4",5.4,6,4,0,Poster
2153,Understanding when Dynamics-Invariant Data Augmentations Benefit Model-free Reinforcement Learning Updates,"3,5,8,8","4,4,4,3",6,6,3.75,-0.54,Poster
2154,Free from Bellman Completeness: Trajectory Stitching via Model-based Return-conditioned Supervised Learning,"5,5,6,8","5,3,3,4",5,6,3.75,0,Poster
2155,Flag Aggregator: Scalable Distributed Training under Failures and Augmented Losses using Convex Optimization,"6,6,6","5,2,3",5,6,3.33,0,Poster
2156,Chain-of-Knowledge: Grounding Large Language Models via Dynamic Knowledge Adapting over Heterogeneous Sources,"6,6,6,6","3,3,4,4",5.75,6,3.5,0,Poster
2158,The Cost of Scaling Down Large Language Models: Reducing Model Size Affects Memory before In-context Learning,"6,6,6,6","4,2,4,4",5.25,6,3.5,0,Poster
2159,Vocos: Closing the gap between time-domain and Fourier-based neural vocoders for high-quality audio synthesis,"5,5,6,8","5,3,3,5",6,6,4,0.41,Poster
2160,Variance-enlarged Poisson Learning for Graph-based Semi-Supervised Learning with Extremely Sparse Labeled Data,"6,6,6,6","4,4,5,3",5.5,6,4,0,Poster
2161,One Step of Gradient Descent is Provably the Optimal In-Context Learner with One Layer of Linear Self-Attention,"5,5,6,8","4,3,4,4",6,6,3.75,0.47,Poster
2165,Mediator Interpretation and Faster Learning Algorithms for Linear Correlated Equilibria in General Sequential Games,"6,6,6,6","3,3,3,2",6,6,2.75,0,Poster
2169,Manipulating dropout reveals an optimal balance of efficiency and robustness in biological and machine visual systems,"6,6,6,6","4,4,3,3",6,6,3.5,0,Poster
2170,"More Context, Less Distraction: Zero-shot Visual Classification by Inferring and Conditioning on Contextual Attributes","5,5,6,8","4,4,4,3",6,6,3.75,-0.94,Poster
2171,Constructing Adversarial Examples for Vertical Federated Learning: Optimal Client Corruption through Multi-Armed Bandit,"5,5,6,8","4,3,4,4",5,6,3.75,0.47,Poster
2174,Enhancing Human Experience in Human-Agent Collaboration: A Human-Centered Modeling Approach Based on Positive Human Gain,"6,6,6","4,2,4",5.67,6,3.33,0,Poster
2176,True Knowledge Comes from Practice: Aligning Large Language Models with Embodied Environments via Reinforcement Learning,"6,6,6,6","4,3,4,3",5.5,6,3.5,0,Poster
2178,Efficient Network Embedding in the Exponentially Large Quantum Hilbert Space: A High-Dimensional Perspective on Embedding,"6,6,6","2,2,4",6,6,2.67,0,Poster
2179,InterpGNN: Understand and Improve Generalization Ability of Transdutive GNNs through the Lens of Interplay between Train and Test Nodes,"6,6,6,6,6","3,3,4,3,3",5.4,6,3.2,0,Poster
2182,Sharpness-Aware Data Poisoning Attack,"5,6,6,6,6,6","5,4,5,4,3,4",5.5,5.83,4.17,-0.54,Spotlight
2186,On the Hardness of Constrained Cooperative Multi-Agent Reinforcement Learning,"5,6,6,6,6,6","3,2,4,4,3,2",5.83,5.83,3,0,Poster
2187,Dirichlet-based Per-Sample Weighting by Transition Matrix for Noisy Label Learning,"5,6,6,6,6,6","3,4,4,3,3,3",5.33,5.83,3.33,0.32,Poster
2188,CNN Kernels Can Be the Best Shapelets,"5,5,5,6,8","4,5,3,3,5",5.4,5.8,4,0.38,Poster
2189,Conditional Variational Diffusion Models,"3,5,5,8,8","4,4,3,4,3",5.2,5.8,3.6,-0.29,Poster
2192,Analyzing and Improving OT-based Adversarial Networks,"5,6,6,6,6","3,4,3,4,3",5.6,5.8,3.4,0.41,Poster
2194,Near-Optimal Solutions of Constrained Learning Problems,"3,6,6,6,8","2,3,3,4,3",5.2,5.8,3,0.59,Poster
2198,Bridging Vision and Language Spaces with Assignment Prediction,"5,5,5,6,8","4,5,4,5,3",5.8,5.8,4.2,-0.64,Poster
2199,P2Seg: Pointly-supervised Segmentation via Mutual Distillation,"3,6,6,6,8","4,4,3,4,5",5.4,5.8,4,0.4,Poster
2200,Cauchy-Schwarz Divergence Information Bottleneck for Regression,"5,6,6,6,6","4,4,2,2,4",5.2,5.8,3.2,-0.41,Poster
2204,Demystifying Linear MDPs and Novel Dynamics Aggregation Framework,"5,6,6,6,6","3,4,3,2,4",5.2,5.8,3.2,0.13,Poster
2207,UC-NERF: Neural Radiance Field for under-calibrated multi-view cameras,"5,6,6,6,6","4,5,4,5,4",5.6,5.8,4.4,0.41,Poster
2210,RLCD: Reinforcement Learning from Contrastive Distillation for LM Alignment,"5,6,6,6,6","3,3,3,2,3",5.2,5.8,2.8,-0.25,Poster
2211,Learning to design protein-protein interactions with enhanced generalization,"3,6,6,6,8","5,2,4,3,5",6.2,5.8,3.8,-0.13,Poster
2213,An Intuitive Multi-Frequency Feature Representation for SO(3)-Equivariant Networks,"5,6,6,6,6","2,2,4,3,3",5.2,5.8,2.8,0.53,Poster
2215,Towards domain-invariant Self-Supervised Learning with Batch Styles Standardization,"5,6,6,6,6","5,4,3,4,2",5,5.8,3.6,-0.69,Poster
2216,Image Clustering via the Principle of Rate Reduction in the Age of Pretrained Models,"3,5,5,8,8","4,4,4,4,5",5.4,5.8,4.2,0.57,Poster
2218,Multi-modal Gaussian Process Variational Autoencoders for Neural and Behavioral Data,"3,5,5,8,8","4,3,4,4,4",5.4,5.8,3.8,0.21,Poster
2219,Learning from Label Proportions: Bootstrapping Supervised Learners via Belief Propagation,"5,5,5,6,8","4,3,4,3,4",5.8,5.8,3.6,0.21,Poster
2222,Droplets of Good Representations: Grokking as a First Order Phase Transition in Two Layer Networks,"3,6,6,6,8","3,3,4,4,4",4.6,5.8,3.6,0.66,Poster
2223,Enhancing Contrastive Learning for Ordinal Regression via Ordinal Content Preserved Data Augmentation,"5,6,6,6,6","4,4,3,4,4",4.8,5.8,3.8,-0.25,Poster
2224,Modeling state-dependent communication between brain regions with switching nonlinear dynamical systems,"5,6,6,6,6","4,4,4,4,4",4.6,5.8,4,0,Poster
2230,Non-negative Contrastive Learning,"5,6,6,6","4,3,3,3",4.5,5.75,3.25,-1,Poster
2231,Convolutional Deep Kernel Machines,"5,5,5,8","4,3,4,3",5.25,5.75,3.5,-0.58,Poster
2232,Label-Noise Robust Diffusion Models,"5,6,6,6","3,3,4,4",5.5,5.75,3.5,0.58,Poster
2234,Causally Aligned Curriculum Learning,"3,6,6,8","4,3,3,3",5.5,5.75,3.25,-0.89,Poster
2237,CODE REPRESENTATION LEARNING AT SCALE,"3,6,6,8","3,5,4,4",5.5,5.75,4,0.59,Poster
2238,Quality-Diversity through AI Feedback,"5,6,6,6","3,3,3,3",5.75,5.75,3,0,Poster
2243,Local Graph Clustering with Noisy Labels,"3,6,6,8","4,2,3,3",6.67,5.75,3,-0.59,Poster
2244,Proper Laplacian Representation Learning,"5,6,6,6","3,4,1,3",5.75,5.75,2.75,-0.13,Poster
2247,A Sublinear Adversarial Training Algorithm,"3,6,6,8","3,3,3,3",5.75,5.75,3,0,Poster
2248,Fine-Tuning Language Models for Factuality,"5,6,6,6","4,4,4,3",4.5,5.75,3.75,-0.33,Poster
2249,Adversarial Imitation Learning via Boosting,"5,6,6,6","3,3,3,3",5.5,5.75,3,0,Poster
2252,Simple Hierarchical Planning with Diffusion,"5,6,6,6","5,3,4,4",5,5.75,4,-0.82,Poster
2253,Towards Transparent Time Series Forecasting,"3,6,6,8","2,3,3,3",5.25,5.75,2.75,0.89,Poster
2254,Invariance-based Learning of Latent Dynamics,"5,6,6,6","3,2,3,3",4.5,5.75,2.75,-0.33,Poster
2256,Large Language Models as Analogical Reasoners,"5,5,5,8","5,4,3,4",6,5.75,4,0,Poster
2262,Compositional Preference Models for Aligning LMs,"3,6,6,8","3,4,4,4",5.75,5.75,3.75,0.89,Poster
2268,Boundary Denoising for Video Activity Localization,"3,6,6,8","3,5,5,4",5.25,5.75,4.25,0.55,Poster
2272,Diffusion Models for Multi-Task Generative Modeling,"5,6,6,6","4,4,2,5",5,5.75,3.75,-0.13,Poster
2273,Generative Human Motion Stylization in Latent Space,"5,6,6,6","4,4,3,4",5.5,5.75,3.75,-0.33,Poster
2274,ReLoRA: High-Rank Training Through Low-Rank Updates,"5,6,6,6","3,4,4,5",4.75,5.75,4,0.82,Poster
2276,Defending Against Transfer Attacks From Public Models,"3,6,6,8","5,3,5,3",4.5,5.75,4,-0.7,Poster
2277,DiffEnc: Variational Diffusion with a Learned Encoder,"5,6,6,6","2,4,4,1",5.25,5.75,2.75,0.33,Poster
2278,Generative Pre-training for Speech with Flow Matching,"3,6,6,8","5,2,4,5",5.75,5.75,4,-0.11,Poster
2280,On the Learnability of Watermarks for Language Models,"5,6,6,6","3,4,4,4",5.25,5.75,3.75,1,Poster
2282,Addressing Signal Delay in Deep Reinforcement Learning,"3,6,6,8","4,5,3,3",5.75,5.75,3.75,-0.38,Spotlight
2287,Improved algorithm and bounds for successive projection,"3,6,6,8","3,2,2,3",5.25,5.75,2.5,-0.14,Poster
2291,NEFTune: Noisy Embeddings Improve Instruction Finetuning,"5,6,6,6","4,4,3,4",5.75,5.75,3.75,-0.33,Poster
2292,Pushing Boundaries: Mixup's Influence on Neural Collapse,"5,6,6,6","2,4,3,4",5,5.75,3.25,0.87,Poster
2295,Video Decomposition Prior: Editing Videos Layer by Layer,"5,6,6,6","4,5,4,4",4.5,5.75,4.25,0.33,Poster
2299,NECO: NEural Collapse Based Out-of-distribution detection,"5,6,6,6","3,3,4,4",5.5,5.75,3.5,0.58,Poster
2301,Early Stopping Against Label Noise Without Validation Data,"5,6,6,6","4,4,4,4",4.75,5.75,4,0,Poster
2303,Hybrid LLM: Cost-Efficient and Quality-Aware Query Routing,"3,6,6,8","4,2,2,5",4.67,5.75,3.25,0.13,Poster
2304,Towards 3D Molecule-Text Interpretation in Language Models,"5,6,6,6","5,3,4,1",5,5.75,3.25,-0.68,Poster
2305,Towards Offline Opponent Modeling with In-context Learning,"5,6,6,6","3,3,4,4",4.25,5.75,3.5,0.58,Poster
2306,Universal Jailbreak Backdoors from Poisoned Human Feedback,"5,6,6,6","3,5,2,4",5.25,5.75,3.5,0.26,Poster
2307,Effective Structural Encodings via Local Curvature Profiles,"3,6,6,8","2,4,3,2",5.75,5.75,2.75,0.13,Poster
2309,Safe and Robust Watermark Injection with a Single OoD Image,"3,6,6,8","4,4,2,4",5.75,5.75,3.5,-0.08,Poster
2310,Scale-Adaptive Diffusion Model for Complex Sketch Synthesis,"5,6,6,6","4,3,4,4",5.75,5.75,3.75,-0.33,Poster
2311,TabR: Tabular Deep Learning Meets Nearest Neighbors in 2023,"3,6,6,8","4,3,2,3",5.75,5.75,3,-0.59,Poster
2312,Towards Codable Text Watermarking for Large Language Models,"5,6,6,6","2,3,4,2",5,5.75,2.75,0.52,Poster
2313,ZipIt! Merging Models from Different Tasks without Training,"5,6,6,6","4,4,3,3",5.5,5.75,3.5,-0.58,Poster
2318,Consistency-guided Prompt Learning for Vision-Language Models,"5,6,6,6","5,5,4,5",5,5.75,4.75,-0.33,Poster
2321,Boosting Graph Anomaly Detection with Adaptive Message Passing,"5,6,6,6","4,4,3,4",5,5.75,3.75,-0.33,Poster
2325,Backdoor Contrastive Learning via Bi-level Trigger Optimization,"5,6,6,6","5,4,4,4",5,5.75,4.25,-1,Poster
2326,Compressed Context Memory for Online Language Model Interaction,"5,6,6,6","4,4,4,4",5.25,5.75,4,0,Poster
2327,Dissecting learning and forgetting in language model finetuning,"5,5,5,8","3,4,4,4",5.75,5.75,3.75,0.33,Poster
2328,FasterViT: Fast Vision Transformers with Hierarchical Attention,"5,6,6,6","5,4,4,4",5.75,5.75,4.25,-1,Poster
2332,Momentum Benefits Non-iid Federated Learning Simply and Provably,"5,5,5,8","4,4,4,4",3.5,5.75,4,0,Poster
2337,Debiasing Attention Mechanism in Transformer without Demographics,"5,6,6,6","4,4,3,4",5.25,5.75,3.75,-0.33,Poster
2340,What's in a Prior? Learned Proximal Networks for Inverse Problems,"5,5,5,8","5,3,3,3",4.75,5.75,3.5,-0.33,Poster
2341,Bias Runs Deep: Implicit Reasoning Biases in Persona-Assigned LLMs,"5,5,5,8","4,4,4,5",5.25,5.75,4.25,1,Poster
2342,CAMBranch: Contrastive Learning with Augmented MILPs for Branching,"5,6,6,6","3,5,4,3",5,5.75,3.75,0.52,Poster
2344,Large Language Models as Generalizable Policies for Embodied Tasks,"5,6,6,6","3,4,4,3",5.25,5.75,3.5,0.58,Poster
2345,Learning Hierarchical Polynomials with Three-Layer Neural Networks,"5,5,5,8","5,2,4,3",5.75,5.75,3.5,-0.26,Poster
2351,Solving High Frequency and Multi-Scale PDEs with Gaussian Processes,"5,6,6,6","3,5,2,4",5.5,5.75,3.5,0.26,Poster
2352,Structural Fairness-aware Active Learning for Graph Neural Networks,"5,6,6,6","3,3,3,4",4.75,5.75,3.25,0.33,Poster
2353,Unknown Domain Inconsistency Minimization for Domain Generalization,"5,6,6,6","3,5,4,3",5.75,5.75,3.75,0.52,Poster
2354,A Multi-Level Framework for Accelerating Training Transformer Models,"5,6,6,6","4,5,2,2",5.75,5.75,3.25,-0.33,Poster
2357,FreeNoise: Tuning-Free Longer Video Diffusion via Noise Rescheduling,"5,6,6,6","4,4,4,4",5.75,5.75,4,0,Poster
2360,SpeechTokenizer: Unified Speech Tokenizer for Speech Language Models,"3,6,6,8","4,4,3,4",5.25,5.75,3.75,-0.08,Poster
2361,Symmetric Basis Convolutions for Learning Lagrangian Fluid Mechanics,"5,6,6,6","4,3,5,3",5.75,5.75,3.75,-0.17,Poster
2364,LabelDP-Pro: Learning with Label Differential Privacy via Projections,"5,6,6,6","4,4,5,3",5.75,5.75,4,0,Poster
2365,Learning with Mixture of Prototypes for Out-of-Distribution Detection,"5,6,6,6","3,3,5,3",5.75,5.75,3.5,0.33,Poster
2369,Scalable and Effective Implicit Graph Neural Networks on Large Graphs,"3,6,6,8","5,3,3,4",5.5,5.75,3.75,-0.55,Poster
2370,Some Intriguing Aspects about Lipschitz Continuity of Neural Networks,"3,6,6,8","4,2,3,4",5.5,5.75,3.25,-0.13,Poster
2371,Sparse Model Soups: A Recipe for Improved Pruning via Model Averaging,"5,6,6,6","4,4,2,4",4.75,5.75,3.5,-0.33,Poster
2372,Tell Your Model Where to Attend: Post-hoc Attention Steering for LLMs,"3,6,6,8","3,4,4,4",5.5,5.75,3.75,0.89,Poster
2374,Demystifying Poisoning Backdoor Attacks from a Statistical Perspective,"3,6,6,8","5,3,3,4",5.5,5.75,3.75,-0.55,Poster
2380,Tree Search-Based Policy Optimization under Stochastic Execution Delay,"5,6,6,6","3,4,3,3",5,5.75,3.25,0.33,Poster
2381,Win-Win: Training High-Resolution Vision Transformers from Two Windows,"5,6,6,6","4,3,3,5",5,5.75,3.75,-0.17,Poster
2382,A Precise Characterization of SGD Stability Using Loss Surface Geometry,"3,6,6,8","4,4,3,4",5.5,5.75,3.75,-0.08,Poster
2385,Explaining Time Series via Contrastive and Locally Sparse Perturbations,"5,6,6,6","3,2,2,3",4.75,5.75,2.5,-0.58,Poster
2388,Unraveling the Key Components of OOD Generalization via Diversification,"5,6,6,6","3,3,4,4",5.25,5.75,3.5,0.58,Poster
2392,AttEXplore: Attribution for Explanation with model parameters eXploration,"5,6,6,6","3,3,3,4",5.25,5.75,3.25,0.33,Poster
2394,FedCDA: Federated Learning with Cross-rounds Divergence-aware Aggregation,"5,6,6,6","4,4,4,3",5.5,5.75,3.75,-0.33,Poster
2395,Generative Neuro-Symbolic Visual Reasoning by Growing and Reusing Modules,"5,6,6,6","5,4,4,3",5.5,5.75,4,-0.82,Poster
2400,CCIL: Continuity-Based Data Augmentation for Corrective Imitation Learning,"5,6,6,6","4,4,4,3",5.5,5.75,3.75,-0.33,Poster
2404,Lemur: Integrating Large Language Models in Automated Program Verification,"5,5,5,8","3,3,5,5",5.75,5.75,4,0.58,Poster
2407,Rethinking CNN’s Generalization to Backdoor Attack from Frequency Domain,"5,6,6,6","3,3,2,3",5,5.75,2.75,-0.33,Poster
2408,Robustness of AI-Image Detectors: Fundamental Limits and Practical Attacks,"5,6,6,6","4,4,3,4",5.25,5.75,3.75,-0.33,Poster
2410,A Theoretical Explanation of Deep RL Performance in Stochastic Environments,"5,6,6,6","2,4,3,3",4.75,5.75,3,0.82,Spotlight
2411,Efficient Backdoor Attacks for Deep Neural Networks in Real-world Scenarios,"3,6,6,8","5,4,4,2",5.75,5.75,3.75,-0.93,Poster
2412,Sufficient conditions for offline reactivation in recurrent neural networks,"5,6,6,6","4,5,4,3",4.75,5.75,4,0,Poster
2413,CoRe-GD: A Hierarchical Framework for Scalable Graph Visualization with GNNs,"5,6,6,6","3,3,2,3",5.25,5.75,2.75,-0.33,Poster
2414,EMO: EARTH MOVER DISTANCE OPTIMIZATION FOR AUTO-REGRESSIVE LANGUAGE MODELING,"3,6,6,8","4,4,4,4",5.25,5.75,4,0,Poster
2417,Lipsum-FT: Robust Fine-Tuning of Zero-Shot Models Using Random Text Guidance,"5,6,6,6","4,5,3,4",5,5.75,4,0,Poster
2418,Towards Cheaper Inference in Deep Networks with Lower Bit-Width Accumulators,"5,6,6,6","3,4,4,4",5,5.75,3.75,1,Poster
2419,Don't Judge by the Look: A Motion Coherent Augmentation for Video Recognition,"3,6,6,8","5,3,2,4",5.75,5.75,3.5,-0.44,Poster
2421,Information Bottleneck Analysis of Deep Neural Networks via Lossy Compression,"5,6,6,6","3,1,4,3",4.75,5.75,2.75,-0.13,Poster
2428,DreamSmooth: Improving Model-based Reinforcement Learning via Reward Smoothing,"5,6,6,6","4,4,3,4",5,5.75,3.75,-0.33,Poster
2429,Escape Sky-high Cost: Early-stopping Self-Consistency for Multi-step Reasoning,"5,5,5,8","4,3,5,4",5.25,5.75,4,0,Poster
2430,"Language Control Diffusion: Efficiently Scaling through Space, Time, and Tasks","5,6,6,6","4,3,3,3",5.5,5.75,3.25,-1,Poster
2431,Neural Probabilistic Protein-Protein Docking via a Differentiable Energy Model,"3,6,6,8","4,4,5,3",4.75,5.75,4,-0.4,Poster
2432,Plug-and-Play Posterior Sampling under Mismatched Measurement and Prior Models,"5,6,6,6","4,3,2,3",5.5,5.75,3,-0.82,Poster
2433,Principled Federated Domain Adaptation: Gradient Projection and Auto-Weighting,"5,6,6,6","5,3,4,3",5.5,5.75,3.75,-0.87,Poster
2434,Text-driven Prompt Generation for Vision-Language Models in Federated Learning,"5,6,6,6","5,3,3,3",5.5,5.75,3.5,-1,Poster
2436,A Topological Perspective on Demystifying GNN-Based Link Prediction Performance,"5,6,6,6","4,2,4,3",4,5.75,3.25,-0.52,Poster
2437,DreamTime: An Improved Optimization Strategy for Diffusion-Guided 3D Generation,"3,6,6,8","4,5,4,4",5.75,5.75,4.25,0.08,Poster
2438,LMUFormer: Low Complexity Yet Powerful Spiking Model With Legendre Memory Units,"3,6,6,8","4,2,2,2",5.75,5.75,2.5,-0.89,Poster
2439,Learning interpretable control inputs and dynamics underlying animal locomotion,"5,6,6,6","4,3,4,4",5,5.75,3.75,-0.33,Poster
2440,TESTAM: A Time-Enhanced Spatio-Temporal Attention Model with Mixture of Experts,"5,6,6,6","4,4,4,3",5.25,5.75,3.75,-0.33,Poster
2441,Understanding Catastrophic Forgetting in Language Models via Implicit Inference,"3,6,6,8","5,4,3,3",5.75,5.75,3.75,-0.89,Poster
2442,Boosting the Adversarial Robustness of Graph Neural Networks: An OOD Perspective,"3,6,6,8","5,4,3,4",4.75,5.75,4,-0.59,Poster
2443,Combining Spatial and Temporal Abstraction in Planning for Better Generalization,"5,6,6,6","4,2,4,3",5.5,5.75,3.25,-0.52,Poster
2444,DORSal: Diffusion for Object-centric Representations of Scenes $\textit{et al.}$,"5,6,6,6","5,4,4,3",5,5.75,4,-0.82,Poster
2445,MathCoder: Seamless Code Integration in LLMs for Enhanced Mathematical Reasoning,"5,6,6,6","4,4,3,5",5.75,5.75,4,0,Poster
2446,Multi-Scale Representations by Varing Window Attention for Semantic Segmentation,"5,6,6,6","3,5,4,3",5.25,5.75,3.75,0.52,Poster
2447,Rethinking Backdoor Attacks on Dataset Distillation: A Kernel Method Perspective,"5,6,6,6","4,4,3,3",5.25,5.75,3.5,-0.58,Poster
2452,Towards Characterizing Domain Counterfactuals for Invertible Latent Causal Models,"5,6,6,6","3,4,3,3",4.5,5.75,3.25,0.33,Poster
2455,Error Feedback Reloaded: From Quadratic to Arithmetic Mean of Smoothness Constants,"3,6,6,8","3,2,4,3",5.75,5.75,3,0,Poster
2457,InstructDET: Diversifying Referring Object Detection with Generalized Instructions,"5,6,6,6","4,3,3,4",5.5,5.75,3.5,-0.58,Poster
2458,JoMA: Demystifying Multilayer Transformers via Joint Dynamics of MLP and Attention,"5,6,6,6","2,3,3,2",5.75,5.75,2.5,0.58,Poster
2461,UniAdapter: Unified Parameter-Efficient Transfer Learning for Cross-modal Modeling,"3,6,6,8","4,2,4,4",5.25,5.75,3.5,-0.08,Poster
2462,AmortizedPeriod: Attention-based Amortized Inference for Periodicity Identification,"5,6,6,6","2,4,4,3",5.75,5.75,3.25,0.87,Poster
2465,DiffAR: Denoising Diffusion Autoregressive Model for Raw Speech Waveform Generation,"5,6,6,6","4,4,3,4",4.5,5.75,3.75,-0.33,Poster
2466,DiffusionNAG: Predictor-guided Neural Architecture Generation with Diffusion Models,"5,6,6,6","4,3,2,3",5.75,5.75,3,-0.82,Poster
2467,Implicit Neural Representation Inference for Low-Dimensional Bayesian Deep Learning,"5,5,5,8","4,3,5,4",5.75,5.75,4,0,Poster
2468,Sign2GPT: Leveraging Large Language Models for Gloss-Free Sign Language Translation,"5,6,6,6","5,5,4,4",5.5,5.75,4.5,-0.58,Poster
2469,Towards Cross Domain Generalization of Hamiltonian Representation via Meta Learning,"5,6,6,6","3,2,3,4",4.25,5.75,3,0,Poster
2470,DQ-LoRe: Dual Queries with Low Rank Approximation Re-ranking for In-Context Learning,"5,6,6,6","3,3,4,4",5.75,5.75,3.5,0.58,Poster
2472,Uncertainty-aware Constraint Inference in Inverse Constrained Reinforcement Learning,"5,6,6,6","3,3,3,3",5.5,5.75,3,0,Poster
2474,Does CLIP’s generalization performance mainly stem from high train-test similarity?,"5,6,6,6","5,4,4,4",5,5.75,4.25,-1,Poster
2475,On the Posterior Distribution in Denoising: Application to Uncertainty Quantification,"3,6,6,8","3,3,3,5",5.5,5.75,3.5,0.73,Poster
2476,The Reasonableness Behind Unreasonable Translation Capability of Large Language Model,"5,6,6,6","3,4,4,3",5,5.75,3.5,0.58,Poster
2479,Toward effective protection against diffusion-based mimicry through score distillation,"5,6,6,6","3,4,4,4",4.25,5.75,3.75,1,Poster
2480,Dropout-Based Rashomon Set Exploration for Efficient Predictive Multiplicity Estimation,"5,6,6,6","3,4,2,3",5.75,5.75,3,0,Poster
2481,Learning Large DAGs is Harder than you Think: Many Losses are Minimal for the Wrong DAG,"5,6,6,6","3,3,3,4",5,5.75,3.25,0.33,Poster
2486,Complex priors and flexible inference in recurrent circuits with dendritic nonlinearities,"5,6,6,6","2,2,3,3",5.5,5.75,2.5,0.58,Spotlight
2490,AUC-CL: A Batchsize-Robust Framework for Self-Supervised Contrastive Representation Learning,"5,6,6,6","5,4,4,2",5.25,5.75,3.75,-0.66,Poster
2492,PromptAgent: Strategic Planning with Language Models Enables Expert-level Prompt Optimization,"3,6,6,8","4,4,2,4",5.75,5.75,3.5,-0.08,Poster
2495,Negatively Correlated Ensemble Reinforcement Learning for Online Diverse Game Level Generation,"5,6,6,6","3,3,4,3",5.75,5.75,3.25,0.33,Poster
2498,Piecewise Linear Parametrization of Policies: Towards Interpretable Deep Reinforcement Learning,"3,6,6,8","3,5,3,3",5.5,5.75,3.5,0.08,Poster
2499,Causal Inference with Conditional Front-Door Adjustment and Identifiable Variational Autoencoder,"5,6,6,6","4,4,4,3",4.67,5.75,3.75,-0.33,Poster
2500,SpikePoint: An Efficient Point-based Spiking Neural Network for Event Cameras Action Recognition,"3,6,6,8","5,4,4,3",5.75,5.75,4,-0.99,Spotlight
2503,Understanding Convergence and Generalization in Federated Learning through Feature Learning Theory,"5,6,6,6","4,3,4,3",5.25,5.75,3.5,-0.58,Poster
2504,Understanding the Robustness of Randomized Feature Defense Against Query-Based Adversarial Attacks,"3,6,6,8","4,4,4,3",5.25,5.75,3.75,-0.73,Poster
2505,From Molecules to Materials: Pre-training Large Generalizable Models for Atomic Property Prediction,"5,5,5,8","4,4,4,4",5.25,5.75,4,0,Poster
